ID	GeneID	geneSymbol	PValue	FDR	IncLevelDifference	PSI_1	PSI_2	Chr	Strand	exon_long	exon_short	exon_flanking
1942	LOC409851	NA	4.81000255492e-06	2.74204421183088e-05	-0.232	0.2,0.253,0.252,0.256,0.272	0.498,0.481,0.458	chrNC_037644.1	+	7910813-7910991	7910849-7910991	7909717-7909760
1943	LOC409851	NA	0	0	0.055	0.061,0.042,0.077,0.078,0.078	0.007,0.014,0.016	chrNC_037644.1	+	7910813-7910991	7910849-7910991	7909930-7910103
1944	LOC724214	NA	0.852094224142	1	0.048	0,1,0.541,0.395,0.495	0.498,0.443,0.373	chrNC_037640.1	-	9843324-9843428	9843324-9843425	9843522-9843758
1945	LOC725192	NA	0.81659671229	1	-0.005	0.036,0.068,0.064,0.1,0.079	0.116,0,0.108	chrNC_037647.1	+	4542387-4542561	4542407-4542561	4541870-4542119
1946	LOC100577493	NA	1	1	-0.006	NA,0.948,1,1,1	1,1,0.98	chrNC_037647.1	-	8361098-8361281	8361098-8361168	8361356-8361581
1947	LOC410211	NA	1	1	0	1,1,1,0.998,1	1,1,1	chrNC_037647.1	+	9227420-9227620	9227431-9227620	9213807-9214016
1948	LOC410211	NA	0.688490952838	1	-0.01	0.986,1,0.991,1,0.973	1,1,1	chrNC_037647.1	+	9227420-9227620	9227431-9227620	9217733-9217882
1949	LOC410211	NA	0.672826706407	1	-0.007	1,0.996,0.992,0.999,0.977	1,1,1	chrNC_037647.1	+	9227420-9227620	9227431-9227620	9222602-9223239
1950	LOC410211	NA	0.0809622123581	0.197468810629512	-0.013	1,0.988,0.99,0.979,0.976	1,1,1	chrNC_037647.1	+	9227420-9227620	9227431-9227620	9222602-9223305
1951	LOC725515	NA	0.914874414663	1	0.011	1,0.99,0.908,0.939,0.959	0.938,0.932,0.974	chrNC_037644.1	+	8641739-8642008	8641760-8642008	8641312-8641642
1953	LOC411223	NA	1	1	0.47	NA,0.565,0.684,0.583,1	0.238,NA,NA	chrNC_037644.1	+	8764241-8764909	8764546-8764909	8761491-8761681
1954	LOC411223	NA	1	1	-0.211	NA,0.862,0.417,0.879,1	1,NA,NA	chrNC_037644.1	+	8764241-8764909	8764546-8764909	8761834-8761875
1955	LOC413123	NA	0.615644637346	1	0.018	0.109,0.039,0.021,0.047,0.007	0.032,0.019,0.028	chrNC_037649.1	-	5201556-5201689	5201556-5201672	5201761-5201978
1957	LOC100576690	NA	1	1	0.45	NA,NA,1,NA,NA	0.697,0.516,0.436	chrNC_037651.1	+	5765413-5765532	5765497-5765532	5756637-5756699
1961	LOC408926	NA	4.48413525446e-05	0.00021829461684998	0.24	0.935,0.947,0.939,0.906,0.941	0.471,0.951,0.658	chrNC_037644.1	+	9622354-9622478	9622357-9622478	9621920-9622281
1962	LOC411219	NA	0.791761248575	1	0.011	1,0.916,0.848,0.957,0.972	0.907,0.936,0.939	chrNC_037644.1	-	9632130-9632286	9632130-9632199	9632420-9632548
1963	LOC411219	NA	4.49619230736e-11	5.02157075611535e-10	0.172	0.946,0.897,0.892,0.939,0.887	0.671,0.85,0.699	chrNC_037644.1	-	9632130-9632286	9632130-9632199	9632759-9633058
1964	LOC411219	NA	3.37661697591e-06	1.96219872692107e-05	0.093	1,0.958,1,0.931,0.919	0.847,0.856,0.904	chrNC_037644.1	-	9635107-9635379	9635107-9635251	9635555-9635941
1965	LOC724285	NA	0.0958170790003	0.228362452433684	0.007	1,0.967,0.741,1,0.91	0.971,0.975,0.804	chrNC_037647.1	-	2574965-2575057	2574965-2575054	2575128-2575294
1966	LOC726476	NA	7.13240903361e-06	3.95329830962217e-05	-0.015	0.062,0.031,0.038,0.033,0.029	0.082,0.031,0.048	chrNC_037652.1	+	7790933-7791835	7790963-7791835	7790616-7790866
1967	LOC412810	NA	0.157381284001	0.344316391615679	0.018	0.173,0.113,0.12,0.118,0.124	0.096,0.146,0.092	chrNC_037644.1	+	10686883-10686998	10686916-10686998	10686677-10686805
1968	LOC409252	NA	0.769277215302	1	-0.093	1,0.258,0.69,0.472,0.308	0.457,0.908,0.552	chrNC_037644.1	+	11017422-11017532	11017440-11017532	11017322-11017349
1969	LOC408923	NA	0.109523532253	0.254705888960465	0.03	0.469,0.508,0.501,0.509,0.564	0.476,0.475,0.49	chrNC_037644.1	+	11061274-11061423	11061277-11061423	11060570-11060902
1970	LOC411201	NA	1	1	0.072	1,0.893,1,1,NA	0.969,0.786,0.949	chrNC_037644.1	+	12033047-12033234	12033068-12033234	12032585-12032775
1972	LOC102655868	NA	0.000101865054029	0.000480306738054224	-0.054	1,0.898,0.936,0.929,0.969	1,1,1	chrNC_037644.1	-	12197162-12197461	12197162-12197457	12197544-12197730
1973	Syx1A	NA	7.32591043384e-09	6.04198798667217e-08	-0.036	0.949,0.96,0.89,0.962,0.958	0.985,0.98,0.973	chrNC_037648.1	-	16183445-16183809	16183445-16183538	16188508-16188618
1974	Syx1A	NA	1	1	-0.002	1,1,0.99,0.995,0.991	0.995,1,0.997	chrNC_037648.1	-	16183445-16183809	16183445-16183538	16189291-16189428
1975	LOC100578937	NA	0.178151445486	0.379381960218634	0.003	1,0.925,0.95,0.959,0.994	0.968,0.955,0.965	chrNC_037644.1	+	12324632-12324737	12324635-12324737	12324373-12324520
1976	LOC408565	NA	0.189668822416	0.397559103754061	0.013	0.958,0.917,0.956,0.896,0.928	0.923,0.911,0.921	chrNC_037638.1	+	118223-118369	118226-118369	117752-118101
1977	LOC408915	NA	0.696482615945	1	0.006	0.845,0.778,0.828,0.826,0.851	0.904,0.676,0.878	chrNC_037644.1	-	12597666-12597807	12597666-12597804	12600102-12600164
1978	LOC725516	NA	0.00288502942192	0.0101377314972299	0.031	0.992,0.926,0.893,0.935,0.991	0.935,0.92,0.893	chrNC_037644.1	+	12740972-12741118	12741022-12741118	12740738-12740890
1979	LOC725093	NA	0.14086567938	0.313324958769231	-0.012	0.97,0.974,0.924,0.864,0.944	0.949,0.948,0.944	chrNC_037642.1	-	2886674-2886778	2886674-2886775	2889180-2889359
1980	LOC725093	NA	0.0040987209529	0.0140527575528	-0.132	0.381,0.51,0.536,0.51,0.611	0.639,0.625,0.66	chrNC_037642.1	-	2889180-2889359	2889180-2889335	2889451-2889553
1981	LOC725992	NA	2.74273936895e-10	2.74273936895e-09	0.175	1,0.976,0.967,0.922,1	0.889,0.677,0.829	chrNC_037641.1	+	5786643-5786893	5786766-5786893	5785740-5786388
1982	nanos	NA	3.87687202452e-07	2.5283947986e-06	0.089	1,0.972,0.944,0.871,0.955	0.846,0.852,0.879	chrNC_037645.1	-	1205772-1205994	1205772-1205937	1207640-1212052
1983	LOC100577159	NA	0.464432409686	0.825657617219556	-0.017	1,1,1,0.771,0.959	0.948,0.978,0.962	chrNC_037644.1	-	12970068-12971802	12970068-12971796	12973440-12973603
1984	LOC413912	NA	0.000477691094371	0.00197325064800413	-0.135	0.625,0.787,0.665,0.8,0.633	0.854,0.868,0.789	chrNC_037645.1	+	7729175-7731531	7729382-7731531	7728670-7728811
1985	LOC412816	NA	0.898658302182	1	0.024	0.806,0.747,0.919,0.852,0.915	0.86,0.798,0.813	chrNC_037644.1	+	13393065-13393344	13393228-13393344	13392531-13392998
1986	LOC408862	NA	9.00024360857e-05	0.00042520835946	-0.044	0.151,0.033,0.023,0.031,0.093	0.142,0.081,0.109	chrNC_037642.1	+	12508636-12508869	12508644-12508869	12476871-12476964
1988	LOC408677	NA	1.17108591713e-08	9.43156443326175e-08	-0.664	0,0.013,0.02,0.024,1	1,1,0.626	chrNC_037639.1	-	14687041-14696519	14687041-14696426	14697171-14697533
1989	LOC411696	NA	1	1	-0.004	1,1,0.977,0.982,1	0.989,1,0.998	chrNC_037644.1	-	13471506-13471994	13471506-13471738	13472084-13472326
1990	LOC408319	NA	0.0392743671239	0.105789541074478	-0.041	0.8,0.813,0.912,0.873,0.956	0.859,0.911,0.964	chrNC_037648.1	-	14796847-14797045	14796847-14797033	14797117-14797300
1991	LOC408319	NA	0.51288365046	0.895215098984727	-0.061	0.164,0.575,0.742,0.507,0.388	0.543,0.585,0.481	chrNC_037648.1	-	14797117-14797300	14797117-14797297	14797404-14797575
1992	LOC724223	NA	0.178710335774	0.379897967987245	-0.003	0,0.039,0.007,0.032,0.098	0.032,0.032,0.05	chrNC_037644.1	-	13501512-13501715	13501512-13501700	13501789-13502112
1994	LOC724706	NA	0	0	0.446	0.775,0.879,0.847,0.846,0.881	0.476,0.346,0.376	chrNC_037644.1	+	13740478-13741314	13741216-13741314	13738786-13739472
1995	LOC724706	NA	0.191812757113	0.400113106446568	-0.121	0,0.076,0,0.011,0.165	0.154,0.312,0.048	chrNC_037644.1	+	13747295-13747424	13747310-13747424	13746953-13747235
1996	LOC100576742	NA	0.179710167526	0.381347835598939	0.079	0.314,0.733,0.288,0.478,0.53	0.292,0.435,0.443	chrNC_037648.1	-	13646336-13646621	13646336-13646607	13646811-13647052
1997	LOC412172	NA	1	1	0.14	1,1,NA,1,1	1,NA,0.72	chrNC_037648.1	-	11111112-11111244	11111112-11111219	11111634-11111821
1998	LOC726088	NA	4.61066007595e-09	3.96615920511828e-08	0.071	0.238,0.249,0.245,0.229,0.225	0.157,0.18,0.161	chrNC_037638.1	+	5325580-5326073	5325585-5326073	5325225-5325468
1999	LOC414015	NA	6.0078644375e-05	0.000288955403807615	0.136	0.777,0.801,0.962,0.872,0.93	0.672,0.844,0.682	chrNC_037645.1	+	540720-541407	540742-541407	539947-540009
2000	LOC414015	NA	0.00511467867433	0.0171921972246387	0.024	1,0.986,0.944,0.961,1	0.952,0.974,0.936	chrNC_037645.1	+	540720-541407	540769-541407	539947-540009
2001	LOC414015	NA	0.0413872567739	0.110858723501518	0.021	1,0.979,0.918,0.948,1	0.947,0.969,0.929	chrNC_037645.1	+	540742-541407	540769-541407	539947-540009
2002	LOC411238	NA	1	1	0.224	NA,0.806,0.667,0.781,0.921	0.392,0.862,0.454	chrNC_037645.1	-	871515-871608	871515-871590	899368-899436
2003	LOC411238	NA	1	1	-0.168	NA,0.433,0.384,0.624,0.791	0.567,0.741,0.87	chrNC_037645.1	-	871515-871608	871515-871590	966291-966942
2004	LOC412476	NA	0	0	0.48	0.61,0.579,0.514,0.701,0.721	0.126,0.169,0.139	chrNC_037647.1	-	2258534-2258768	2258534-2258703	2258920-2259113
2005	LOC411961	NA	0.00169020914083	0.00628915029146047	-0.067	0.558,0.538,0.62,0.606,0.58	0.643,0.649,0.649	chrNC_037645.1	-	1468241-1468376	1468241-1468361	1468517-1471428
2007	LOC552710	NA	6.34786107845e-06	3.54299222983256e-05	0.489	1,0.933,0.819,0.546,1	0.107,0.34,0.665	chrNC_037645.1	+	1574119-1575042	1574233-1575042	1573793-1573993
2009	LOC411693	NA	1.79056769412e-12	2.31040992789677e-11	-0.515	0.237,0.293,0.254,0.174,0.289	0.955,0.758,0.581	chrNC_037645.1	+	1612640-1613024	1612757-1613024	1607753-1607961
2010	LOC411693	NA	2.72004641033e-13	3.75178815217931e-12	-0.108	0.844,0.87,0.936,0.872,0.937	1,1,1	chrNC_037645.1	+	1612640-1613024	1612839-1613024	1607753-1607961
2011	LOC411693	NA	1.24735888285e-09	1.1296835165434e-08	-0.069	0.896,0.916,0.957,0.929,0.956	1,1,1	chrNC_037645.1	+	1612757-1613024	1612839-1613024	1607753-1607961
2014	LOC552644	NA	1	1	-0.177	NA,0.847,0.662,0.197,0.595	0.696,0.898,0.662	chrNC_037638.1	-	25055199-25055504	25055199-25055501	25055582-25055650
2015	LOC551227	NA	0.83248422588	1	-0.008	0.087,0.217,0.262,0.19,0.312	0.263,0.173,0.228	chrNC_037646.1	+	2989843-2990006	2989846-2990006	2989733-2989765
2016	LOC551608	NA	2.38054588738e-05	0.000121559789993872	0.116	0.964,0.859,0.918,0.786,0.821	0.8,0.735,0.727	chrNC_037649.1	-	7790990-7791426	7790990-7791216	7791556-7792155
2018	LOC412444	NA	1	1	-0.006	NA,NA,1,1,0.246	1,0.348,0.915	chrNC_037645.1	-	1755655-1755904	1755655-1755901	1756340-1756455
2019	LOC100577809	NA	0.444149925256	0.793715428603425	-0.137	0.569,0.245,0.329,0.601,0.818	0.55,0.855,0.544	chrNC_037648.1	+	1261633-1261913	1261661-1261913	1261169-1261424
2020	LOC726504	NA	0.000379934401525	0.00160818794296296	0.035	1,1,1,1,1	0.894,1,1	chrNC_037645.1	+	1903999-1904768	1904620-1904768	1903606-1903755
2021	LOC409023	NA	0.00105469926962	0.00406957917538264	0.045	0.98,0.956,0.943,0.963,0.781	0.914,0.877,0.849	chrNC_037646.1	-	5462437-5462645	5462437-5462561	5462720-5462928
2022	NFRKB	NA	0.208456677322	0.426873741956314	-0.039	0.266,0.302,0.339,0.443,0.258	0.333,0.396,0.354	chrNC_037648.1	-	15400673-15401453	15400673-15401450	15401521-15401713
2024	LOC724519	NA	0.270993357052	0.529628710850814	-0.202	0.976,0.689,0.311,0.445,0.329	0.654,0.797,0.806	chrNC_037645.1	+	2229816-2230028	2229819-2230028	2229535-2229745
2026	LOC552596	NA	1.11268719127e-06	6.72657244092695e-06	0.221	1,0.956,1,1,1	0.811,0.601,0.898	chrNC_037645.1	+	2247262-2247445	2247311-2247445	2246661-2246793
2027	LOC413556	NA	0.609239280101	1	0.029	0,0.298,0.339,0.14,0.526	0.201,0.148,0.345	chrNC_037645.1	-	2479601-2479805	2479601-2479802	2479893-2480021
2028	LOC413556	NA	0.0648529824526	0.16349491374605	0.025	0.898,0.917,0.901,0.831,0.903	0.864,0.881,0.849	chrNC_037645.1	-	2479601-2479822	2479601-2479802	2479893-2480021
2029	LOC413556	NA	0.563673198165	0.963832958529637	0.002	1,0.971,0.946,0.968,0.914	0.976,0.977,0.921	chrNC_037645.1	-	2479601-2479822	2479601-2479805	2479893-2480021
2030	LOC408705	NA	0.178017813982	0.379381960218634	-0.001	1,0.957,0.938,0.945,0.991	0.975,0.961,0.967	chrNC_037639.1	-	6222785-6222900	6222785-6222897	6222995-6223189
2031	LOC408705	NA	0.892548117333	1	0.004	0.914,0.901,0.879,0.871,0.904	0.907,0.896,0.867	chrNC_037639.1	-	6223554-6223908	6223554-6223878	6224780-6224922
2032	LOC107964793	NA	1	1	-0.125	NA,1,0.64,1,0.859	1,1,1	chrNC_037645.1	+	2577672-2578465	2577743-2578465	2576651-2577575
2033	LOC552555	NA	7.54623066934e-06	4.13492091470685e-05	-0.352	0.848,0.305,0,0,0	0.583,0.594,0.57	chrNC_037645.1	-	2607126-2607361	2607126-2607323	2607463-2607630
2034	LOC100576968	NA	0.000203705421535	0.000924183386926276	-0.119	1,0.93,1,0.615,0.786	1,1,0.955	chrNC_037645.1	-	2254042-2254171	2254042-2254137	2255401-2255539
2037	LOC412115	NA	1.84090684063e-06	1.09090775741037e-05	-0.131	0.64,0.716,0.694,0.72,0.623	0.855,0.76,0.814	chrNC_037645.1	+	2686937-2687231	2687123-2687231	2686066-2686382
2038	LOC412115	NA	0.0559112942174	0.143669278502955	0.096	0.886,0.81,0.721,0.875,0.751	0.852,0.595,0.691	chrNC_037645.1	+	2686937-2687231	2687123-2687231	2686066-2686435
2039	LOC412926	NA	1	1	-0.648	0.581,NA,NA,0.41,0.065	1,1,1	chrNC_037651.1	+	3239846-3240426	3239983-3240426	3207601-3207942
2040	LOC410018	NA	0.190839849613	0.399316163096077	-0.01	0.848,0.952,0.968,0.911,0.963	0.98,0.915,0.921	chrNC_037645.1	-	2792604-2792818	2792604-2792814	2792901-2793010
2041	LOC410018	NA	0.733187721332	1	-0.027	0.813,1,0.843,1,1	0.951,0.983,0.942	chrNC_037645.1	-	2793078-2793151	2793078-2793146	2793426-2793569
2042	LOC410018	NA	1	1	-0.008	1,0.983,0.978,1,1	1,1,1	chrNC_037645.1	-	2793078-2793151	2793078-2793146	2793467-2793569
2043	LOC102655794	NA	6.97838453689e-11	7.51036900831211e-10	0.692	1,1,0.386,0.485,1	0.085,0.077,0.086	chrNC_037645.1	-	3231057-3231448	3231057-3231201	3233785-3234059
2045	LOC551885	NA	0.170124094108	0.366186390905112	0.008	1,0.977,0.96,0.991,0.926	0.99,0.946,0.953	chrNC_037645.1	+	3478191-3478377	3478279-3478377	3477550-3477689
2049	LOC552177	NA	0.0999079806593	0.235771045803658	-0.099	0.457,0.746,0.468,0.509,0.75	0.662,0.725,0.669	chrNC_037645.1	-	3745386-3745580	3745386-3745577	3747257-3747676
2050	LOC100576863	NA	1	1	0.328	NA,1,NA,NA,NA	0.866,0.495,0.655	chrNC_037645.1	-	3859691-3860100	3859691-3860097	3860210-3860630
2051	LOC100577759	NA	0.138578329631	0.309672244985475	-0.099	1,0.373,0.357,1,1	0.91,0.897,0.727	chrNC_037647.1	-	7817609-7817643	7817609-7817640	7817720-7817787
2052	LOC102654272	NA	1	1	-0.447	NA,0.27,0.398,0.259,NA	0.768,0.709,0.79	chrNC_037648.1	+	1356463-1357723	1356475-1357723	1355553-1356162
2053	LOC409646	NA	1	1	0.203	NA,0.931,1,1,0.18	0.585,0.566,0.572	chrNC_037638.1	-	11856139-11856262	11856139-11856241	11856335-11856479
2054	LOC410330	NA	0.277950658731	0.540584749557861	0.002	0.019,0.074,0.032,0.041,0.008	0.036,0.029,0.033	chrNC_037648.1	-	12424605-12424904	12424605-12424885	12425198-12425269
2055	LOC410330	NA	0.000377390683105	0.00160307546805664	0.018	1,0.951,0.978,0.993,0.995	0.946,0.978,0.971	chrNC_037648.1	-	12424018-12424885	12424018-12424882	12425198-12425273
2056	LOC410330	NA	0.0173468303333	0.0510200892155882	0.206	1,0.623,0.623,0.85,0.635	0.479,0.574,0.568	chrNC_037648.1	-	12424018-12424904	12424018-12424882	12425198-12425273
2057	LOC410330	NA	1	1	-0.25	1,1,NA,1,0	1,1,1	chrNC_037648.1	-	12424018-12424904	12424018-12424885	12425402-12425624
2058	LOC410330	NA	0.0187064969837	0.0546840350315225	-0.024	0.886,0.931,0.933,0.916,0.915	0.93,0.948,0.944	chrNC_037648.1	-	12425198-12425273	12425198-12425269	12425402-12425624
2059	LOC410330	NA	4.86896737373e-07	3.13284763993351e-06	0.059	1,1,1,1,1	0.934,0.941,0.947	chrNC_037648.1	-	12425198-12425273	12425198-12425269	12426633-12427382
2060	LOC724666	NA	0.000438507887958	0.00183668225322723	-0.344	0.346,0.431,0.638,0.754,0.514	0.779,1,0.864	chrNC_037643.1	-	580360-580758	580360-580696	580874-581132
2061	LOC410127	NA	1	1	0.033	NA,1,1,1,1	1,0.902,1	chrNC_037639.1	+	6324416-6324687	6324428-6324687	6308407-6308463
2062	LOC410127	NA	0	0	-0.092	0.029,0.049,0.055,0.051,0.046	0.175,0.105,0.135	chrNC_037639.1	+	6324416-6324687	6324428-6324687	6316067-6316119
2063	LOC408959	NA	3.79200226774e-10	3.71461446635755e-09	-0.343	1,0.576,0.326,0.7,0.685	1,1,1	chrNC_037645.1	+	4529300-4529799	4529444-4529799	4525538-4525925
2065	LOC411248	NA	0.00107256964867	0.0041252678795	-0.043	0.837,0.92,0.946,0.95,0.922	1,0.873,1	chrNC_037645.1	+	5070265-5070430	5070268-5070430	5069971-5070121
2066	LOC411248	NA	0.0571189175082	0.145835534063489	-0.138	0.648,0.664,0.737,0.698,0.822	1,0.769,0.786	chrNC_037645.1	+	5072003-5072037	5072006-5072037	5071468-5071888
2067	LOC413030	NA	0.581099250295	0.98352482419464	0.017	1,0.881,0.872,0.854,0.948	0.803,0.972,0.907	chrNC_037646.1	+	6554036-6554247	6554177-6554247	6552957-6553619
2068	LOC724166	NA	0.0147099103171	0.0441297309513	0.037	0.946,0.939,0.941,0.94,1	0.929,0.941,0.88	chrNC_037640.1	+	12333079-12333233	12333118-12333233	12332285-12332446
2069	LOC411991	NA	0.123741405437	0.281230466902273	-0.063	0.743,0.767,0.833,0.927,0.841	0.912,0.9,0.843	chrNC_037645.1	+	5122717-5122895	5122723-5122895	5122424-5122580
2070	LOC725803	NA	1	1	0.062	NA,NA,1,1,1	0.979,0.912,0.924	chrNC_037645.1	-	5311778-5313912	5311778-5313906	5314035-5314372
2071	LOC408839	NA	0.157946983714	0.344831351633455	0.069	0.664,0.539,0.67,0.426,0.585	0.514,0.484,0.526	chrNC_037642.1	-	9807768-9809437	9807768-9809410	9809532-9809685
2072	LOC408963	NA	7.45782042104e-05	0.000353032919339172	0.097	0.332,0.447,0.476,0.463,0.365	0.299,0.312,0.349	chrNC_037645.1	-	5892552-5892781	5892552-5892760	5892893-5893063
2073	LOC408963	NA	2.22044604925e-16	3.75286656211268e-15	-0.123	0.083,0.091,0.142,0.103,0.079	0.247,0.197,0.223	chrNC_037645.1	-	5892893-5893081	5892893-5893063	5893156-5893367
2074	LOC102655180	NA	1	1	-0.155	1,0.535,NA,1,NA	1,1,1	chrNC_037648.1	-	11130451-11130715	11130451-11130670	11130819-11130936
2075	LOC102655180	NA	1	1	-0.193	NA,0.615,NA,1,NA	1,1,1	chrNC_037648.1	-	11130451-11130754	11130451-11130670	11130819-11130936
2079	LOC410823	NA	0.493323084978	0.866746269361054	-0.071	0.427,0.358,0.335,0.341,0.364	0.723,0.359,0.227	chrNC_037639.1	-	13897382-13899024	13897382-13899021	13900144-13900617
2080	LOC410823	NA	0.0014562861179	0.00548679228094192	-0.219	0.607,0.635,0.656,0.636,0.605	0.91,1,0.629	chrNC_037639.1	-	13900723-13901097	13900723-13901070	13901612-13901837
2081	LOC100577746	NA	0.036723805108	0.100269775038908	-0.056	0.704,0.937,0.872,0.902,0.932	0.97,0.884,0.922	chrNC_037645.1	+	6530103-6530363	6530115-6530363	6529813-6529940
2082	LOC551401	NA	0.425892040001	0.767373045046847	0.01	0.086,0.072,0.076,0.087,0.068	0.091,0.07,0.043	chrNC_037645.1	-	6603538-6603686	6603538-6603679	6604144-6604191
2083	LOC725837	NA	1	1	0.002	1,0.982,0.992,1,1	1,0.987,0.991	chrNC_037645.1	-	6612304-6612522	6612304-6612385	6612589-6612792
2084	LOC409435	NA	1	1	0.046	NA,0.968,0.896,1,0.809	0.855,0.913,0.848	chrNC_037645.1	-	6430785-6430905	6430785-6430902	6432716-6433426
2085	LOC409435	NA	0.105855914459	0.248099799513281	-0.088	0.595,0.86,0.893,0.902,0.78	0.892,0.908,0.883	chrNC_037645.1	-	6430785-6430905	6430785-6430902	6434160-6434204
2086	LOC409435	NA	0	0	-0.146	0.818,0.834,0.829,0.784,0.876	0.978,0.984,0.961	chrNC_037645.1	-	6434160-6434246	6434160-6434204	6434397-6434526
2087	LOC409435	NA	0	0	-0.171	1,0.741,0.833,0.634,0.885	0.988,0.982,0.998	chrNC_037645.1	-	6434160-6434246	6434160-6434204	6434403-6434526
2088	LOC409435	NA	5.36285205621e-06	3.03557663559057e-05	0.012	1,1,0.998,0.974,0.997	0.976,0.985,0.983	chrNC_037645.1	-	6434827-6434995	6434827-6434947	6436637-6436731
2089	LOC409435	NA	1	1	-0.092	NA,0.137,0.018,0.095,0.275	0.218,0.231,0.221	chrNC_037645.1	-	6438223-6438237	6438223-6438234	6440015-6440090
2090	LOC409435	NA	0.339935001834	0.636383778784399	0.003	1,0.278,0.268,0.357,0.346	0.461,0.433,0.446	chrNC_037645.1	-	6438223-6438315	6438223-6438234	6440015-6440090
2091	LOC409435	NA	0.879913725768	1	-0.008	1,0.734,1,0.84,0.656	0.871,0.826,0.865	chrNC_037645.1	-	6438223-6438315	6438223-6438237	6440015-6440090
2092	LOC726165	NA	2.5448652452e-07	1.71083377828571e-06	0.089	0.923,0.884,0.901,0.923,0.894	0.818,0.802,0.828	chrNC_037645.1	-	6951319-6951459	6951319-6951438	6951539-6951617
2093	LOC726165	NA	0.728202787859	1	0.014	0.884,0.805,0.84,0.87,0.821	0.859,0.825,0.805	chrNC_037645.1	-	6951319-6951468	6951319-6951438	6951539-6951617
2094	LOC726165	NA	1.03638730931e-09	9.45752677697338e-09	-0.229	0.339,0.303,0.312,0.316,0.297	0.616,0.567,0.444	chrNC_037645.1	-	6951319-6951468	6951319-6951459	6951539-6951617
2095	LOC552552	NA	0.105232670036	0.247121730025832	-0.222	0.595,0.314,0.509,0.453,0.524	1,0.495,0.608	chrNC_037645.1	+	7232713-7232783	7232716-7232783	7232272-7232644
2098	LOC551361	NA	4.20896880127e-07	2.73186888246486e-06	-0.084	0.919,0.895,1,0.873,0.723	0.965,0.932,1	chrNC_037647.1	+	7576319-7576560	7576322-7576560	7576089-7576246
2099	LOC412080	NA	5.6002018578e-09	4.74928779460071e-08	0.234	1,0.934,0.889,0.835,0.943	0.638,0.637,0.785	chrNC_037645.1	-	7784536-7784744	7784536-7784741	7784851-7785287
2100	LOC412080	NA	0.423785549493	0.76530121804605	0.166	1,0.896,1,0.955,1	0.495,1,0.919	chrNC_037645.1	-	7784536-7784744	7784536-7784741	7785319-7785667
2101	LOC411674	NA	0.144409093136	0.320315918231423	0.117	0.802,0.489,0.521,0.525,0.571	0.446,0.351,0.597	chrNC_037645.1	+	7813823-7814015	7813835-7814015	7813278-7813588
2103	LOC411362	NA	1	1	0.563	NA,0.906,1,1,1	0.788,0.182,0.27	chrNW_020555794.1	+	16043-16395	16095-16395	15628-15840
2104	LOC409240	NA	3.37874173084e-12	4.13723477245714e-11	-0.03	0.964,0.97,0.943,0.95,0.937	0.979,0.987,0.983	chrNC_037645.1	+	8206342-8207057	8206411-8207057	8204162-8204424
2105	LOC409240	NA	0.0616939080823	0.156352037378585	-0.004	0.988,0.923,0.938,0.934,0.915	0.96,0.936,0.934	chrNC_037645.1	+	8206342-8207057	8206411-8207057	8205891-8206076
2107	LOC726993	NA	0.081609254071	0.198643214777282	0.024	0.082,0.049,0.021,0.014,0.108	0.04,0.023,0.028	chrNC_037648.1	+	4634617-4634847	4634620-4634847	4629734-4629845
2108	LOC726093	NA	0.123045122216	0.280178646412144	0.018	0.818,0.836,0.852,0.802,0.822	0.832,0.796,0.795	chrNC_037650.1	+	3983690-3983865	3983729-3983865	3983156-3983463
2109	LOC726093	NA	0.893007316999	1	0.001	0.062,0.071,0.068,0.105,0.061	0.068,0.065,0.085	chrNC_037650.1	+	3983921-3984074	3983948-3984074	3983690-3983865
2110	LOC409671	NA	0.000453294000299	0.00188872500124583	0.038	0.981,0.952,0.868,0.918,0.931	0.905,0.862,0.909	chrNC_037647.1	-	8400683-8400849	8400683-8400828	8400915-8401062
2111	LOC551663	NA	1	1	-0.109	0.445,0.228,0.3,0.31,0.342	NA,0.453,0.416	chrNC_037645.1	+	8537614-8537817	8537617-8537817	8535569-8535715
2112	LOC551663	NA	0.149147989963	0.328152541280293	-0.002	1,0.978,0.969,0.949,0.965	1,0.922,1	chrNC_037645.1	+	8548896-8549051	8548899-8549051	8543844-8544006
2113	LOC551663	NA	0.000148963418934	0.000688848180041618	-0.062	1,0.895,0.949,0.914,0.932	1,1,1	chrNC_037645.1	+	8548896-8549051	8548899-8549051	8545401-8545503
2114	LOC551663	NA	1	1	-0.037	1,1,1,0.887,0.927	1,1,1	chrNC_037645.1	+	8548896-8549051	8548899-8549051	8546828-8546927
2115	LOC551663	NA	0.718650020886	1	-0.044	1,0.932,1,1,0.849	1,1,1	chrNC_037645.1	+	8548896-8549051	8548899-8549051	8546828-8546966
2116	LOC551663	NA	3.37882771974e-05	0.000167892060608199	0.091	0.97,0.91,0.867,0.94,0.838	0.856,0.764,0.821	chrNC_037645.1	+	8556418-8556606	8556424-8556606	8554311-8554755
2118	LOC726381	NA	0.145979669481	0.322957773243871	0.007	1,1,0.88,1,0.954	0.953,0.973,0.952	chrNC_037645.1	+	8601272-8601368	8601278-8601368	8600966-8601185
2119	LOC726587	NA	0.815583506638	1	0.006	0.98,0.944,0.956,0.983,0.964	0.968,0.951,0.959	chrNC_037645.1	-	8650843-8651107	8650843-8651086	8651202-8651354
