ID	GeneID	geneSymbol	PValue	FDR	IncLevelDifference	PSI_1	PSI_2	Chr	Strand	exon_long	exon_short	exon_flanking
2111	LOC724706	NA	1	1	-0.025	1,0.947,0.951,1	1,1,1,1,1	chrNC_037644.1	+	13740478-13741314	13741216-13741314	13740179-13740302
2112	LOC724706	NA	0.822478170542	1	0.011	0.087,0.135,0.064,0.027	0.053,0.121,0.009,0.047,0.108	chrNC_037644.1	+	13747295-13747424	13747310-13747424	13746953-13747235
2113	LOC100576742	NA	4.98909528246e-07	2.51502527112069e-06	0.587	1,1,0.554,0.689	0.187,0.231,0.304,0.202,0.194	chrNC_037648.1	-	13646336-13646621	13646336-13646607	13646811-13647052
2114	LOC412172	NA	2.58763683904e-05	0.000102518984444077	0.162	1,1,1,0.75	0.529,1,1,0.774,0.576	chrNC_037648.1	-	11111112-11111244	11111112-11111219	11111634-11111821
2115	LOC725482	NA	1	1	0.02	1,1,1,1	1,1,0.9,1,1	chrNC_037644.1	+	13940441-13940963	13940846-13940963	13939339-13939456
2116	LOC726088	NA	4.65554867657e-06	2.07922190480862e-05	0.053	0.245,0.23,0.245,0.225	0.179,0.189,0.183,0.191,0.173	chrNC_037638.1	+	5325580-5326073	5325585-5326073	5325225-5325468
2117	LOC414015	NA	0.0146801164088	0.033700658059964	-0.047	0.964,0.819,0.747,0.822	0.8,0.868,0.901,0.935,0.919	chrNC_037645.1	+	540720-541407	540742-541407	539947-540009
2118	LOC414015	NA	1.78220610025e-06	8.36027931054774e-06	0.027	0.977,0.996,0.992,1	0.965,0.941,0.933,0.986,0.996	chrNC_037645.1	+	540720-541407	540769-541407	539947-540009
2119	LOC414015	NA	1.67597349998e-07	8.87937332734502e-07	0.033	0.959,0.995,0.99,1	0.957,0.927,0.907,0.979,0.995	chrNC_037645.1	+	540742-541407	540769-541407	539947-540009
2120	LOC414015	NA	0.0311749983009	0.0659114596314803	0.033	1,0.97,0.919,1	0.961,0.936,0.99,0.948,0.86	chrNC_037645.1	+	540662-541407	540720-541407	540071-540237
2121	LOC414015	NA	0.0153906106845	0.0351525190782071	0.034	0.975,0.969,0.915,0.952	0.867,0.899,0.922,0.949,0.955	chrNC_037645.1	+	540662-541407	540769-541407	540071-540237
2122	LOC414015	NA	0.00775262835915	0.0190606022078465	0.037	0.977,0.97,0.916,0.953	0.87,0.896,0.92,0.948,0.953	chrNC_037645.1	+	540720-541407	540769-541407	540071-540237
2123	LOC411238	NA	1.11263113711e-06	5.37804889529735e-06	0.208	0.407,0.379,0.461,0.308	0.234,0.2,0.193,0.145,0.131	chrNC_037645.1	-	871515-871608	871515-871590	899368-899436
2124	LOC411238	NA	6.44863702437e-08	3.57053631964093e-07	0.277	0.553,0.557,0.478,0.308	0.174,0.179,0.206,0.246,0.182	chrNC_037645.1	-	871515-871608	871515-871590	966291-966942
2125	LOC412476	NA	0.0172054158707	0.0388704295005279	0.109	0.771,0.839,0.796,0.582	0.683,0.446,0.654,0.724,0.681	chrNC_037647.1	-	2258534-2258768	2258534-2258703	2258920-2259113
2126	LOC411961	NA	3.42298556453e-05	0.000133077798494389	0.079	0.515,0.569,0.564,0.565	0.477,0.485,0.46,0.516,0.432	chrNC_037645.1	-	1468241-1468376	1468241-1468361	1468517-1471428
2128	LOC552710	NA	0.000818788516999	0.00244730815589745	-0.063	0.753,1,0.984,0.922	1,1,1,0.89,1	chrNC_037645.1	+	1574119-1575042	1574233-1575042	1573793-1573993
2129	LOC552717	NA	0.382619941843	0.584089877321913	0.051	1,1,1,1	1,1,1,1,0.745	chrNC_037645.1	-	1571196-1571402	1571196-1571366	1571499-1571693
2130	LOC411693	NA	0.00699819885673	0.0173478287255821	0.123	0.637,0.695,0.543,0.756	0.528,0.642,0.507,0.605,0.39	chrNC_037645.1	+	1612640-1613024	1612757-1613024	1607449-1607746
2131	LOC411693	NA	0.565627578812	0.796370237417796	0.032	0.584,0.603,0.368,0.6	0.536,0.57,0.481,0.589,0.359	chrNC_037645.1	+	1612640-1613024	1612757-1613024	1607753-1607961
2132	LOC411693	NA	0.65347956848	0.885063555906246	0.002	0.979,0.977,0.994,0.979	0.976,0.981,0.991,1,0.955	chrNC_037645.1	+	1612640-1613024	1612839-1613024	1607753-1607961
2133	LOC411693	NA	0.575066345046	0.806346271050489	0	0.982,0.981,0.996,0.982	0.981,0.984,0.993,1,0.967	chrNC_037645.1	+	1612757-1613024	1612839-1613024	1607753-1607961
2135	LOC102655718	NA	1	1	-0.084	NA,1,0.833,NA	NA,1,NA,NA,1	chrNC_037649.1	-	1155305-1155409	1155305-1155399	1155632-1155829
2136	LOC552644	NA	0.104573074235	0.195540793483024	-0.115	0.595,0.873,0.662,0.892	1,1,0.746,0.847,0.761	chrNC_037638.1	-	25055199-25055504	25055199-25055501	25055582-25055650
2137	LOC551227	NA	0.560089347063	0.789854601129554	0.008	0.219,0.311,0.233,0.258	0.269,0.253,0.243,0.215,0.257	chrNC_037646.1	+	2989843-2990006	2989846-2990006	2989733-2989765
2138	LOC551608	NA	0	0	0.335	0.868,0.859,0.799,0.85	0.432,0.567,0.573,0.52,0.453	chrNC_037649.1	-	7790990-7791426	7790990-7791216	7791556-7792155
2139	LOC725908	NA	0.00321193327632	0.00846696947572355	-0.053	1,0.956,0.935,0.896	1,1,1,1,1	chrNC_037645.1	-	1518671-1518814	1518671-1518766	1518890-1519003
2141	LOC100577809	NA	0.000258810588584	0.000856992904845549	-0.31	0.627,0.375,0.27,0.273	0.457,0.728,0.392,1,0.903	chrNC_037648.1	+	1261633-1261913	1261661-1261913	1261169-1261424
2142	LOC409023	NA	0.0347453756882	0.0724957568413254	0.027	0.955,0.933,0.885,0.904	0.853,0.85,0.912,0.932,0.912	chrNC_037646.1	-	5462437-5462645	5462437-5462561	5462720-5462928
2143	NFRKB	NA	0.0554412093065	0.110473560137288	-0.046	0.449,0.405,0.311,0.413	0.407,0.379,0.489,0.457,0.47	chrNC_037648.1	-	15400673-15401453	15400673-15401450	15401521-15401713
2144	LOC102654776	NA	0.0840979539672	0.161043707738749	-0.029	1,1,1,0.873	1,1,1,1,0.988	chrNC_037643.1	-	8863683-8863935	8863683-8863848	8873986-8874292
2145	LOC724519	NA	0.53212424079	0.759133948582144	-0.016	0.61,0.6,0.608,0.579	0.467,0.847,0.219,0.735,0.806	chrNC_037645.1	+	2229816-2230028	2229819-2230028	2229535-2229745
2147	LOC552596	NA	0.187448859741	0.32117109639834	-0.003	0.922,0.905,0.941,0.872	1,1,0.892,0.673,1	chrNC_037645.1	+	2247262-2247445	2247311-2247445	2246661-2246793
2148	LOC413556	NA	0.000558471456597	0.00173049297674896	-0.274	0.303,0.232,0.176,0.222	0.541,0.703,0.595,0.154,0.542	chrNC_037645.1	-	2479601-2479805	2479601-2479802	2479893-2480021
2149	LOC413556	NA	0	0	-0.113	0.83,0.873,0.826,0.897	0.98,0.983,0.967,0.951,0.966	chrNC_037645.1	-	2479601-2479822	2479601-2479802	2479893-2480021
2150	LOC413556	NA	0.559124337851	0.788905462597077	-0.016	0.918,0.985,0.965,0.968	0.983,0.976,0.958,0.991,0.965	chrNC_037645.1	-	2479601-2479822	2479601-2479805	2479893-2480021
2151	LOC408705	NA	0.0375641596607	0.077716967383776	-0.008	0.984,0.965,0.991,0.963	0.989,0.987,0.978,0.984,0.981	chrNC_037639.1	-	6222785-6222900	6222785-6222897	6222995-6223189
2152	LOC408705	NA	1.81503179153e-09	1.2353188666786e-08	-0.083	0.808,0.758,0.861,0.752	0.877,0.91,0.84,0.859,0.904	chrNC_037639.1	-	6223554-6223908	6223554-6223878	6224780-6224922
2153	LOC107964793	NA	8.78188244346e-09	5.4548612326963e-08	-0.169	0.717,0.896,0.766,0.637	0.909,0.962,0.965,0.956,0.822	chrNC_037645.1	+	2577672-2578465	2577743-2578465	2576651-2577575
2154	LOC552555	NA	0.164668188666	0.287982812799697	0.102	0.452,0.594,0.395,0.418	0.313,0.45,0.144,0.392,0.515	chrNC_037645.1	-	2607126-2607361	2607126-2607323	2607463-2607630
2155	LOC726677	NA	1	1	0.676	1,0.863,0.943,1	NA,0,0,0.662,0.44	chrNC_037650.1	-	2838192-2838332	2838192-2838291	2838418-2838600
2157	LOC412115	NA	0.000274543492071	0.000903552394124046	0.076	0.835,0.783,0.836,0.838	0.715,0.801,0.724,0.789,0.705	chrNC_037645.1	+	2686937-2687231	2687123-2687231	2686066-2686382
2158	LOC412115	NA	0	0	0.169	0.991,0.977,0.936,0.915	0.798,0.834,0.804,0.816,0.679	chrNC_037645.1	+	2686937-2687231	2687123-2687231	2686066-2686435
2159	LOC412926	NA	0.0228695009258	0.0502385296760257	-0.142	0,0.172,0.573,0	0.492,0.373,0.195,0.279,0.3	chrNC_037651.1	+	3239846-3240426	3239983-3240426	3207601-3207942
2160	LOC410018	NA	0.317666672177	0.499322482968152	0.003	0.936,0.948,0.946,0.972	0.959,0.929,0.942,0.951,0.956	chrNC_037645.1	-	2792604-2792818	2792604-2792814	2792901-2793010
2161	LOC410018	NA	0.172570907728	0.299862760566595	-0.008	1,0.92,0.894,0.89	0.898,0.938,0.921,0.975,0.937	chrNC_037645.1	-	2793078-2793151	2793078-2793146	2793426-2793569
2162	LOC102655794	NA	1.37354979044e-05	5.70974082118289e-05	0.387	1,0.565,0.341,0.474	0.16,0.134,0.339,0.261,0.147	chrNC_037645.1	-	3231057-3231448	3231057-3231201	3233785-3234059
2163	LOC107964820	NA	1	1	-0.006	1,1,0.974,1	1,1,1,1,1	chrNC_037645.1	+	3237269-3238183	3237617-3238183	3236837-3237165
2164	LOC100578589	NA	1.11022302463e-16	1.39526633141873e-15	0.512	0.659,0.349,0.886,0.206	0,0,0,0.034,0.03	chrNC_037645.1	+	3249365-3250499	3249399-3250499	3248971-3249263
2165	LOC551885	NA	0.000685568408646	0.00208604261279447	-0.019	1,0.986,0.874,0.979	0.976,0.995,0.978,0.963,0.984	chrNC_037645.1	+	3478191-3478377	3478279-3478377	3477550-3477689
2166	LOC726761	NA	1	1	0.397	0.97,0.895,0.731,0.758	NA,0.662,NA,0.662,0	chrNC_037641.1	-	3151619-3151849	3151619-3151846	3152444-3152542
2168	LOC726761	NA	0.00364024169268	0.00953094288141605	0.12	0.945,0.797,0.835,0.871	1,0.71,1,0,1	chrNC_037641.1	-	3152444-3152542	3152444-3152539	3154063-3154384
2169	LOC552177	NA	0.985196809762	1	0.004	0.628,0.6,0.657,0.633	0.591,0.632,0.759,0.631,0.516	chrNC_037645.1	-	3745386-3745580	3745386-3745577	3747257-3747676
2171	LOC100577759	NA	0.0670387722162	0.131259972846502	0.016	1,0.477,0.286,1	0.702,0.379,0.752,0.855,0.687	chrNC_037647.1	-	7817609-7817643	7817609-7817640	7817720-7817787
2172	LOC102654272	NA	1	1	-0.157	0,1,NA,0.649	0.84,0.78,0.548,0.753,0.612	chrNC_037648.1	+	1356463-1357723	1356475-1357723	1355553-1356162
2173	LOC409646	NA	0.633933292253	0.866846030196157	-0.02	1,0.737,0.467,0.458	1,0.792,0.716,0.28,0.642	chrNC_037638.1	-	11856139-11856262	11856139-11856241	11856335-11856479
2174	LOC410330	NA	2.6173226042e-05	0.000103543274912861	-0.016	0.013,0.018,0.022,0.01	0.044,0.026,0.046,0.024,0.021	chrNC_037648.1	-	12424605-12424904	12424605-12424885	12425198-12425269
2175	LOC410330	NA	0.164012992635	0.287208753143078	-0.009	0.946,0.957,0.959,0.987	0.97,0.977,0.969,0.964,0.978	chrNC_037648.1	-	12424018-12424885	12424018-12424882	12425198-12425273
2176	LOC410330	NA	0.011755146673	0.0274523822907917	-0.153	0.292,0.409,0.363,0.521	0.612,0.609,0.61,0.406,0.509	chrNC_037648.1	-	12424018-12424904	12424018-12424882	12425198-12425273
2177	LOC410330	NA	0.399644558636	0.605970593397571	0.006	0.956,0.937,0.942,0.936	0.935,0.942,0.938,0.91,0.957	chrNC_037648.1	-	12425198-12425273	12425198-12425269	12425402-12425624
2178	LOC410330	NA	1	1	0.002	1,1,1,1	1,1,0.988,1,1	chrNC_037648.1	-	12425198-12425273	12425198-12425269	12426633-12427382
2179	LOC724666	NA	0.905018420721	1	0.011	0.572,0.708,0.37,0.539	0.622,0.555,0.489,0.616,0.397	chrNC_037643.1	-	580360-580758	580360-580696	580874-581132
2180	LOC410127	NA	0.00335528074858	0.00883622668875552	0.037	0.179,0.082,0.093,0.126	0.096,0.051,0.073,0.107,0.089	chrNC_037639.1	+	6324416-6324687	6324428-6324687	6316067-6316119
2181	LOC408959	NA	0.149081969983	0.265536903687585	-0.041	0.826,0.856,1,0.774	0.974,0.983,0.827,0.864,0.879	chrNC_037645.1	+	4529300-4529799	4529444-4529799	4525538-4525925
2184	LOC411248	NA	0.0677977092293	0.132553842501859	-0.011	0.922,0.947,0.98,0.98	0.946,0.97,0.969,0.981,0.974	chrNC_037645.1	+	5070265-5070430	5070268-5070430	5069971-5070121
2185	LOC411248	NA	1.41751433256e-05	5.88344658460387e-05	0.161	1,1,1,1	0.45,1,1,1,0.746	chrNC_037645.1	+	5072003-5072037	5072006-5072037	5070849-5071030
2186	LOC411248	NA	4.26156119118e-05	0.000163329621823665	-0.082	0.751,0.71,0.657,0.723	0.783,0.803,0.827,0.735,0.811	chrNC_037645.1	+	5072003-5072037	5072006-5072037	5071468-5071888
2187	LOC413030	NA	3.8401720478e-06	1.72935747885927e-05	0.069	1,1,0.977,0.959	0.916,0.925,0.888,0.914,0.934	chrNC_037646.1	+	6554036-6554247	6554177-6554247	6552957-6553619
2188	LOC724166	NA	0.131671200037	0.237976978260852	-0.015	0.909,0.944,0.939,0.932	0.911,0.961,1,0.932,0.925	chrNC_037640.1	+	12333079-12333233	12333118-12333233	12332285-12332446
2189	LOC411991	NA	2.88438633275e-05	0.000113279242312362	-0.078	0.919,0.774,0.744,0.857	0.917,0.89,0.905,0.905,0.893	chrNC_037645.1	+	5122717-5122895	5122723-5122895	5122424-5122580
2190	LOC725803	NA	0.250281398868	0.412130691461898	0.024	1,0.97,0.893,0.896	0.891,0.882,0.96,0.899,0.946	chrNC_037645.1	-	5311778-5313912	5311778-5313906	5314035-5314372
2191	LOC408839	NA	6.54931664457e-12	5.74553687455459e-11	-0.23	0.479,0.44,0.57,0.548	0.799,0.766,0.681,0.652,0.798	chrNC_037642.1	-	9807768-9809437	9807768-9809410	9809532-9809685
2192	LOC408963	NA	7.22881316806e-07	3.5904877169298e-06	0.066	0.18,0.155,0.243,0.137	0.156,0.106,0.114,0.076,0.112	chrNC_037645.1	-	5892552-5892781	5892552-5892760	5892893-5893063
2193	LOC408963	NA	4.11904244388e-05	0.000158542061016578	-0.064	0.197,0.15,0.077,0.174	0.231,0.231,0.25,0.18,0.178	chrNC_037645.1	-	5892893-5893081	5892893-5893063	5893156-5893367
2198	LOC410006	NA	0.387767842471	0.589948598173785	-0.033	0.742,0.844,0.833,0.871	0.9,0.881,0.805,0.901,0.788	chrNC_037647.1	-	3851595-3851752	3851595-3851743	3854019-3854174
2199	LOC410823	NA	0.257644487436	0.420892022401495	-0.056	0.24,0.241,0.471,0.322	0.23,0.429,0.34,0.472,0.404	chrNC_037639.1	-	13897382-13899024	13897382-13899021	13900144-13900617
2200	LOC410823	NA	0.0406180284761	0.0835235258313715	-0.044	0.047,0.064,0.405,0.08	0.213,0.215,0.15,0.164,0.225	chrNC_037639.1	-	13900723-13901097	13900723-13901070	13901612-13901837
2201	LOC100577746	NA	0.0548342554251	0.109344766168723	0.012	0.874,0.871,0.988,0.978	0.95,0.903,0.861,0.873,0.994	chrNC_037645.1	+	6530103-6530363	6530115-6530363	6529813-6529940
2202	LOC551401	NA	1.13869162518e-05	4.79991383968231e-05	0.028	0.038,0.122,0.108,0.111	0.051,0.099,0.079,0.055,0.049	chrNC_037645.1	-	6603538-6603686	6603538-6603679	6604144-6604191
2203	LOC725837	NA	0.799690499238	1	-0.003	0.974,1,0.973,1	1,0.995,0.974,0.984,0.996	chrNC_037645.1	-	6612304-6612522	6612304-6612385	6612589-6612792
2204	LOC409435	NA	0.0303349997917	0.064336867690089	-0.033	0.736,0.751,0.755,0.723	0.822,0.783,0.791,0.754,0.722	chrNC_037645.1	-	6430785-6430905	6430785-6430902	6432716-6433426
2205	LOC409435	NA	0.0639997199374	0.125856800051568	0.054	0.904,0.91,0.839,0.893	0.694,0.811,0.929,0.899,0.827	chrNC_037645.1	-	6430785-6430905	6430785-6430902	6434160-6434204
2206	LOC409435	NA	0.00269351240399	0.00723446373318189	-0.092	0.462,0.52,0.619,0.511	0.595,0.707,0.582,0.584,0.631	chrNC_037645.1	-	6434160-6434246	6434160-6434204	6434397-6434526
2207	LOC409435	NA	0.240729375759	0.398804888596455	-0.038	1,1,0.849,1	1,1,1,1,1	chrNC_037645.1	-	6430785-6430905	6430785-6430902	6434403-6434526
2208	LOC409435	NA	0.0213763972703	0.0472659782523327	-0.096	0.263,0.25,0.525,0.373	0.414,0.495,0.434,0.449,0.453	chrNC_037645.1	-	6434160-6434246	6434160-6434204	6434403-6434526
2209	LOC409435	NA	0	0	0.126	0.849,0.917,0.975,0.881	0.764,0.774,0.785,0.791,0.782	chrNC_037645.1	-	6434827-6434995	6434827-6434947	6436637-6436731
2210	LOC409435	NA	0.715803956342	0.949262503277774	0.012	0.299,0.201,0.209,0.178	0.201,0.207,0.192,0.181,0.266	chrNC_037645.1	-	6438223-6438237	6438223-6438234	6440015-6440090
2211	LOC409435	NA	1.25585813071e-06	6.01654019357876e-06	-0.057	0.19,0.148,0.142,0.126	0.226,0.165,0.198,0.203,0.249	chrNC_037645.1	-	6438223-6438315	6438223-6438234	6440015-6440090
2212	LOC409435	NA	2.90433987971e-08	1.69493009826705e-07	-0.181	0.328,0.415,0.376,0.399	0.62,0.452,0.577,0.577,0.576	chrNC_037645.1	-	6438223-6438315	6438223-6438237	6440015-6440090
2213	LOC726165	NA	0.192429464215	0.328768107440726	0.04	1,0.894,0.86,0.822	0.812,0.779,0.798,0.917,0.963	chrNC_037645.1	-	6951319-6951459	6951319-6951438	6951539-6951617
2214	LOC726165	NA	0.0105813534584	0.0250357487769806	-0.099	1,0.744,0.69,0.637	0.832,0.787,0.837,0.905,0.972	chrNC_037645.1	-	6951319-6951468	6951319-6951438	6951539-6951617
2215	LOC726165	NA	0	0	-0.395	0.047,0.192,0.146,0.212	0.555,0.526,0.583,0.456,0.601	chrNC_037645.1	-	6951319-6951468	6951319-6951459	6951539-6951617
2216	LOC552552	NA	0.625645669496	0.858554900446009	0.013	0.587,0.594,0.62,0.711	0.574,0.737,0.653,0.486,0.625	chrNC_037645.1	+	7232713-7232783	7232716-7232783	7232272-7232644
2217	Glurb	NA	0.334800743125	0.524120282690469	-0.035	0.459,0.891,0.834,0.789	0.948,0.846,0.27,1,0.829	chrNC_037650.1	-	7491246-7492056	7491246-7492022	7497034-7497580
2218	Glurb	NA	1	1	-0.013	1,1,0.83,1	1,1,1,1,0.851	chrNC_037650.1	-	7491246-7492056	7491246-7492022	7497043-7497580
2219	LOC551361	NA	0.0616580868618	0.121783735892239	-0.007	0.954,0.937,0.995,0.948	0.927,0.932,1,0.971,1	chrNC_037647.1	+	7576319-7576560	7576322-7576560	7576089-7576246
2220	LOC412080	NA	0.125398765011	0.228320392897387	-0.133	0.44,0.746,0.611,0.702	0.784,0.636,0.831,0.786,0.751	chrNC_037645.1	-	7784536-7784744	7784536-7784741	7784851-7785287
2221	LOC412080	NA	0.281389002886	0.453487226943575	-0.093	0.797,0.864,0.7,1	0.766,1,1,0.898,1	chrNC_037645.1	-	7784536-7784744	7784536-7784741	7785319-7785667
2222	LOC411674	NA	0.0852588970378	0.163035767725503	0.066	0.607,0.586,0.49,0.443	0.514,0.481,0.467,0.405,0.459	chrNC_037645.1	+	7813823-7814015	7813835-7814015	7813278-7813588
2223	LOC102654761	NA	1	1	-0.08	NA,1,0.688,0.551	0.873,0.903,0.654,1,0.701	chrNC_037645.1	+	7835705-7836469	7835708-7836469	7835307-7835620
2224	LOC102654761	NA	0.520409660546	0.747155633791335	0.055	1,1,1,1	0.727,1,1,1,1	chrNC_037645.1	+	7835705-7836469	7835881-7836469	7835307-7835620
2225	LOC102654761	NA	0.297531265754	0.472707337019399	0.075	1,1,1,1	0.625,1,1,1,1	chrNC_037645.1	+	7835708-7836469	7835881-7836469	7835307-7835620
2226	LOC411362	NA	0.0194922983898	0.0435960494394008	0.164	0.546,0.464,0.69,0.597	0.65,0.27,0.459,0.292,0.382	chrNW_020555794.1	+	16043-16395	16095-16395	15628-15840
2227	LOC409240	NA	0	0	-0.042	0.954,0.959,0.917,0.936	0.988,0.994,0.984,0.963,0.99	chrNC_037645.1	+	8206342-8207057	8206411-8207057	8204162-8204424
2228	LOC409240	NA	2.56572540991e-12	2.34209123566784e-11	-0.044	0.931,0.922,0.873,0.918	0.959,0.95,0.96,0.956,0.951	chrNC_037645.1	+	8206342-8207057	8206411-8207057	8205891-8206076
2229	LOC726546	NA	0.0901798953912	0.17208056309818	0.061	1,1,1,1	0.875,0.899,1,0.923,1	chrNC_037647.1	+	10952574-10953014	10952891-10953014	10945021-10945223
2230	LOC100577053	NA	0.375413773209	0.575569402549382	0.038	0.278,0.237,0.216,0.254	0.168,0.347,0.205,0.114,0.208	chrNC_037645.1	-	8210103-8210266	8210103-8210238	8210694-8210772
2231	LOC726993	NA	0.252847229544	0.415062706092277	0.037	0.343,0.33,0.276,0.458	0.286,0.362,0.3,0.309,0.315	chrNC_037648.1	+	4634617-4634847	4634620-4634847	4629734-4629845
2232	LOC408970	NA	1	1	-0.004	1,1,0.985,1	1,1,1,1,1	chrNC_037645.1	-	8305602-8305918	8305602-8305790	8306117-8306297
2233	LOC726093	NA	0	0	0.218	0.709,0.672,0.779,0.686	0.503,0.515,0.513,0.462,0.476	chrNC_037650.1	+	3983690-3983865	3983729-3983865	3983156-3983463
2234	LOC726093	NA	0.677064512249	0.909258604421868	-0.003	0.071,0.079,0.078,0.079	0.079,0.089,0.073,0.075,0.082	chrNC_037650.1	+	3983921-3984074	3983948-3984074	3983690-3983865
2235	LOC409671	NA	0.00236228904683	0.00644737879245925	0.032	0.975,0.949,0.922,0.956	0.893,0.925,0.916,0.933,0.928	chrNC_037647.1	-	8400683-8400849	8400683-8400828	8400915-8401062
2236	LOC551663	NA	0.0472147341181	0.095561207181353	0.035	1,1,1,1	1,0.986,0.929,0.956,0.954	chrNC_037645.1	+	8537614-8537817	8537617-8537817	8526294-8526344
2237	LOC551663	NA	0.347841377904	0.540775260700005	0.017	0.255,0.266,0.315,0.286	0.238,0.249,0.264,0.267,0.298	chrNC_037645.1	+	8537614-8537817	8537617-8537817	8535569-8535715
2238	LOC551663	NA	0.000344227142134	0.00110990660864686	0.059	1,1,1,1	1,0.862,1,0.853,0.991	chrNC_037645.1	+	8548896-8549051	8548899-8549051	8543844-8544006
2239	LOC551663	NA	0.367746716249	0.567476657512734	-0.003	0.927,0.989,1,1	1,0.949,1,1,0.96	chrNC_037645.1	+	8548896-8549051	8548899-8549051	8545401-8545503
2240	LOC551663	NA	0.00863637511916	0.0210040374185151	0.038	0.828,0.847,0.928,0.885	0.883,0.805,0.803,0.859,0.82	chrNC_037645.1	+	8548896-8549051	8548899-8549051	8546828-8546927
2241	LOC551663	NA	0.431504570466	0.645584357363861	0.008	0.98,0.928,0.954,0.936	0.945,0.939,0.955,0.918,0.95	chrNC_037645.1	+	8548896-8549051	8548899-8549051	8546828-8546966
2242	LOC551663	NA	1.33389777002e-09	9.24151737075395e-09	0.06	0.89,0.901,0.904,0.875	0.815,0.838,0.854,0.817,0.837	chrNC_037645.1	+	8556418-8556606	8556424-8556606	8554311-8554755
2244	LOC726381	NA	4.69521623581e-07	2.37574424516079e-06	-0.039	0.902,0.947,0.973,0.928	0.979,0.985,0.957,0.977,0.983	chrNC_037645.1	+	8601272-8601368	8601278-8601368	8600966-8601185
2245	LOC726587	NA	0	0	-0.043	0.952,0.93,0.927,0.948	0.972,0.989,0.985,0.982,0.982	chrNC_037645.1	-	8650843-8651107	8650843-8651086	8651202-8651354
2247	LOC726514	NA	0.150761603756	0.268175018662747	0.028	0.093,0.025,0.078,0.035	0,0.022,0.055,0.046,0.026	chrNC_037645.1	+	8772186-8772285	8772201-8772285	8771745-8771842
2248	LOC726953	NA	0.753783618858	0.988700649589474	-0.028	0.348,0.247,0.22,0.397	0.476,0.2,0.377,0.135,0.467	chrNC_037645.1	+	8824685-8825037	8824706-8825037	8824131-8824225
2249	LOC413324	NA	0	0	-0.08	0.052,0.052,0.104,0.052	0.163,0.14,0.153,0.157,0.112	chrNC_037645.1	+	8994712-8995529	8994730-8995529	8994382-8994544
2250	LOC552055	NA	0.0114239389498	0.0268179696284619	-0.097	0.202,0.44,0.351,0.373	0.457,0.452,0.453,0.432,0.397	chrNC_037645.1	-	7739784-7739925	7739784-7739897	7739996-7740156
2251	LOC411459	NA	0.000103990927774	0.000373152040963278	-0.024	0.04,0.063,0.031,0.055	0.071,0.077,0.075,0.057,0.075	chrNC_037645.1	+	9350068-9351118	9350129-9351118	9349791-9350002
2252	LOC411148	NA	0.0567356484925	0.11296958159671	-0.011	0.043,0.025,0.024,0.065	0.005,0.078,0.042,0.055,0.07	chrNC_037643.1	+	14134570-14134864	14134585-14134864	14134282-14134491
2253	LOC408973	NA	0.906085709565	1	0.003	0.996,0.93,0.926,0.932	0.939,0.964,0.966,0.916,0.929	chrNC_037645.1	-	9765699-9765881	9765699-9765878	9766087-9766303
2254	LOC412399	NA	0.544614122623	0.772193425225377	0.009	1,0.977,1,0.979	0.927,1,0.985,0.986,1	chrNC_037649.1	-	3291295-3291588	3291295-3291494	3295528-3295666
2255	LOC412399	NA	0.634945028663	0.867351601338436	0.009	1,0.98,1,0.98	0.932,1,0.986,0.988,1	chrNC_037649.1	-	3291295-3291989	3291295-3291494	3295528-3295666
2256	LOC412399	NA	0.0149664352108	0.034257549496378	-0.038	0.963,0.926,0.944,0.986	0.966,1,1,1,1	chrNC_037649.1	-	3291295-3291989	3291295-3291588	3295528-3295666
2257	LOC412399	NA	0	0	0.196	1,0.994,1,0.932	0.911,0.834,0.689,0.73,0.761	chrNC_037649.1	-	3291295-3291588	3291295-3291494	3311188-3311329
2258	LOC552709	NA	0.243447979026	0.40271860066948	0.052	0.345,0.299,0.243,0.272	0.145,0.297,0.283,0.186,0.276	chrNC_037645.1	+	10399957-10400174	10399960-10400174	10397196-10397424
2259	LOC552709	NA	0.00517388091281	0.0131636781792963	0.129	0.509,0.365,0.459,0.47	0.32,0.418,0.268,0.252,0.352	chrNC_037645.1	+	10399957-10400174	10399972-10400174	10397196-10397424
2260	LOC552709	NA	0.0306594768627	0.0649231242029901	0.078	0.649,0.574,0.723,0.69	0.659,0.625,0.472,0.589,0.562	chrNC_037645.1	+	10399960-10400174	10399972-10400174	10397196-10397424
2261	LOC552375	NA	1.59294799573e-12	1.48932369704583e-11	0.058	0.929,0.962,0.98,0.983	0.878,0.923,0.925,0.899,0.904	chrNC_037648.1	+	15919694-15919816	15919709-15919816	15917851-15918043
2262	LOC552375	NA	0.87572543689	1	0.002	0.929,0.875,0.891,0.884	0.87,0.923,0.907,0.881,0.883	chrNC_037648.1	+	15919694-15919816	15919709-15919816	15918727-15918858
2263	LOC412647	NA	1.43815470643e-09	9.91299494074964e-09	-0.036	0.939,0.89,0.913,0.968	0.964,0.964,0.958,0.966,0.964	chrNC_037646.1	+	1516340-1516516	1516344-1516516	1515867-1516133
2264	LOC551526	NA	0.652655148636	0.88490778499736	-0.005	0.056,0.087,0.069,0.071	0.071,0.077,0.089,0.068,0.072	chrNC_037642.1	+	8491972-8492043	8491990-8492043	8491775-8491889
